teamName,agents,website,facebook,instagram,linkedin,phone,company,network,location,avgHomePrice,latestVolume,latestTransactions,url
"The Gonzalez Legacy Group","4","","","","","(832) 766-0195","Keller Williams Realty Professionals","Keller Williams","Spring, TX","$301,776","$15.69M","52","https://www.realtrends.com/team-profile/thegonzalezlegacygroup-texas-kellerwilliamsrealtyprofessionals/"
"The Luxe Group","2","","","","","(432) 520-5151","Keller Williams Midland","Keller Williams","Midland, TX","$296,124","$15.64M","52.8","https://www.realtrends.com/team-profile/theluxegroup-texas-kellerwilliamsmidland/"
"Flores Property Group","5","","","","","(575) 650-6264","Keller Williams Realty El Paso","Keller Williams","El Paso, TX","$281,206","$15.64M","55.6","https://www.realtrends.com/team-profile/florespropertygroup-texas-kellerwilliamsrealtyelpaso/"
"Pecan Street Residential Group","3","https://www.pecanstreetatx.com/","","https://www.instagram.com/pecanstreetatx","","(512) 840-9840","Compass","Compass","Austin, TX","$538,386","$15.61M","29","https://www.realtrends.com/team-profile/pecanstreetresidentialgroup-texas-compass/"
"Story Team","4","","","","","(936) 291-1520","Keller Williams Advantage Realty","Keller Williams","Conroe, TX","$371,136","$15.59M","42","https://www.realtrends.com/team-profile/storyteam-texas-kellerwilliamsadvantagerealty/"
"Jennifer Larsen","4","https://www.jlfinehomes.com/","https://www.facebook.com/share/1Yz8WsC83Y/?mibextid=wwXIfr","https://www.instagram.com/jl_fine_homes","https://www.linkedin.com/in/larsenrealtor?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app","(713) 724-2844","Compass","Compass","Houston, TX","$574,822","$15.52M","27","https://www.realtrends.com/team-profile/jenniferlarsen-texas-compass/"
"McRealty Group","4","https://www.mcrealtygrouptexas.com/","https://facebook.com/search_results/?q=mcrealty+group","https://www.instagram.com/mcrealtygrouptexas?igsh=MWdwZzc3amZpa2VqNQ%3D%3D&utm_source=qr","","(210) 632-2801","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$323,084","$15.51M","48","https://www.realtrends.com/team-profile/mcrealtygroup-texas-kellerwilliamsrealtyheritage/"
"Heitz Team","2","http://www.heitzteam.com/","","","","(281) 361-2245","RE/MAX Associates Northeast","RE/MAX","Kingwood, TX","$322,911","$15.50M","48","https://www.realtrends.com/team-profile/heitzteam-texas-re-maxassociatesnortheast/"
"Tommy Dyer Realty Group","3","","","","","","Coldwell Banker Realty","Coldwell Banker","Fort Worth, TX","$377,838","$15.49M","41","https://www.realtrends.com/team-profile/tommydyerrealtygroup-texas-coldwellbankerrealty/"
"Clem Group","3","https://www.clemhomegroup.com/","","","","(972) 533-8201","Keller Williams Realty Ellis County","Keller Williams","Waxahachie, TX","$245,854","$15.49M","63","https://www.realtrends.com/team-profile/clemgroup-texas-kellerwilliamsrealtyelliscounty/"
"Hester Bell Team","2","https://www.hestershomes.com/","","","","(409) 861-5602","RE/MAX ONE","RE/MAX","Beaumont, TX","$244,729","$15.42M","63","https://www.realtrends.com/team-profile/hesterbellteam-texas-re-maxone/"
"The Schweitzer Group","2","https://www.briggsfreeman.com/realestate/agent/the-schweitzer-group/","https://www.facebook.com/theschweitzergroup/","https://www.instagram.com/theschweitzergroup/","","(817) 821-2694","Briggs Freeman Sotheby's International Realty","Sotheby's International Realty","Fort Worth, TX","$481,210","$15.40M","32","https://www.realtrends.com/team-profile/theschweitzergroup-texas-briggsfreemansotheby-sinternationalrealty/"
"The Lindsey Vaughn Team","4","https://www.listwithvaughn.com/","","","","(281) 610-8353","RE/MAX American Dream","RE/MAX","Alvin, TX","$210,453","$15.36M","73","https://www.realtrends.com/team-profile/thelindseyvaughnteam-texas-re-maxamericandream/"
"Oakley Group","2","","","","","(281) 444-3900","Keller Williams Realty Professionals","Keller Williams","Spring, TX","$362,931","$15.24M","42","https://www.realtrends.com/team-profile/oakleygroup-texas-kellerwilliamsrealtyprofessionals/"
"Sells Texas Team","2","","","","","(830) 947-4668","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$297,844","$15.19M","51","https://www.realtrends.com/team-profile/sellstexasteam-texas-kellerwilliamsrealtyheritage/"
"The Koester Team","3","","","","","(817) 472-9120","Keller Williams Lonestar DFW","Keller Williams","Arlington, TX","$328,509","$15.11M","46","https://www.realtrends.com/team-profile/thekoesterteam-texas-kellerwilliamslonestardfw/"
"Leobell Martinez Group","3","https://www.leobellmartinezgroup.com/","","https://www.instagram.com/leobellmartinezgroup","","(281) 725-7032","Compass","Compass","Houston, TX","$429,923","$15.05M","35","https://www.realtrends.com/team-profile/leobellmartinezgroup-texas-compass/"
"CREST Team","2","","","","","(210) 380-7475","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$313,290","$15.04M","48","https://www.realtrends.com/team-profile/crestteam-texas-kellerwilliamsrealtyheritage/"
"Expect the Max Team","3","","","","","","Coldwell Banker Legacy","Coldwell Banker","San Angelo, TX","$299,830","$14.99M","50","https://www.realtrends.com/team-profile/expectthemaxteam-texas-coldwellbankerlegacy/"
"The T Lux Group","2","https://www.redfin.com/","","","","(281) 222-5975","Redfin","Redfin","Houston, TX","$355,433","$14.93M","42","https://www.realtrends.com/team-profile/thetluxgroup-texas-redfin/"
"Houston Residential Advisors","3","","","","","","Houston Residential Advisors","SIDE","Houston, TX","$612,906","$14.71M","24","https://www.realtrends.com/team-profile/houstonresidentialadvisors-texas-houstonresidentialadvisors/"
"The Fairchild Group","3","https://www.ebby.com/bio/thefairchildgroup","https://www.facebook.com/TheFairchildGroup","https://www.instagram.com/homejamesdfw/","https://www.linkedin.com/in/jfairchild3/","(214) 697-6106","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Dallas, TX","$366,298","$14.65M","40","https://www.realtrends.com/team-profile/thefairchildgroup-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"Reddic Realty Group","2","https://www.reddicrealtygroup.com/","","","","(817) 276-5141","RE/MAX Associates of Arlington","RE/MAX","Arlington, TX","$328,540","$14.46M","44","https://www.realtrends.com/team-profile/reddicrealtygroup-texas-re-maxassociatesofarlington/"
"James McCrate Team","2","https://www.jamesmccrate.remax.com/","","","","(409) 656-6358","RE/MAX ONE","RE/MAX","Beaumont, TX","$326,020","$14.34M","44","https://www.realtrends.com/team-profile/jamesmccrateteam-texas-re-maxone/"
"The Mullen Group","3","https://www.findurwayhome.com/","","","","(210) 807-0819","RE/MAX Unity","RE/MAX","Spring Branch, TX","$317,454","$14.29M","45","https://www.realtrends.com/team-profile/themullengroup-texas-re-maxunity/"
"Brantley Team","5","https://www.brantleyteam.com/","","","","(903) 283-2145","RE/MAX Landmark","RE/MAX","Canton, TX","$294,349","$14.13M","48","https://www.realtrends.com/team-profile/brantleyteam-texas-re-maxlandmark/"
"Rebecca Vallejo Real Estate Group","5","","","","","(956) 928-1155","Keller Williams Realty Rio Grande Valley","Keller Williams","McAllen, TX","$334,828","$14.06M","42","https://www.realtrends.com/team-profile/rebeccavallejorealestategroup-texas-kellerwilliamsrealtyriograndevalley/"
"Nook Realty","2","","","","","","Nook Realty","SIDE","Austin, TX","$702,150","$14.04M","20","https://www.realtrends.com/team-profile/nookrealty-texas-nookrealty/"
"Remember Gonzalez Realty Group","3","https://www.remembergonzalez.kw.com/","","https://www.instagram.com/remember_ricardo?igsh=MWNoazFyYnowcmZleQ%3D%3D&utm_source=qr","","(210) 243-5801","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$226,013","$14.04M","62.1","https://www.realtrends.com/team-profile/remembergonzalezrealtygroup-texas-kellerwilliamsrealtyheritage/"
"Lori Goats Real Estate Team","3","https://www.sellingsetx.com/","","","","(409) 718-0151","RE/MAX ONE","RE/MAX","Beaumont, TX","$177,341","$14.01M","79","https://www.realtrends.com/team-profile/lorigoatsrealestateteam-texas-re-maxone/"
"Brandon and Audrey Team","2","","","","","(956) 245-8310","Keller Williams Realty Lower Rio Grande Valley","Keller Williams","Harlingen, TX","$300,961","$13.84M","46","https://www.realtrends.com/team-profile/brandonandaudreyteam-texas-kellerwilliamsrealtylowerriograndevalley/"
"Land & Water Team","4","","","","","(903) 386-6064","Keller Williams Realty Rockwall","Keller Williams","Rockwall, TX","$245,347","$11.78M","48","https://www.realtrends.com/team-profile/landwaterteam-texas-kellerwilliamsrealtyrockwall/"
"Melinda Wilkinson and Team, LLC","2","","","","","(575) 935-4040","Keller Williams Realty","Keller Williams","Lubbock, TX","$199,522","$11.77M","59","https://www.realtrends.com/team-profile/melindawilkinsonandteamllc-texas-kellerwilliamsrealty/"
"River City Team","5","https://www.rivercityteam.com/","https://www.facebook.com/mistidrios","","","(210) 710-6585","Keller Williams Realty Heritage","Keller Williams","San Antonio, TX","$277,317","$11.70M","42.2","https://www.realtrends.com/team-profile/rivercityteam-texas-kellerwilliamsrealtyheritage/"
"The Vidal Realty Group","3","","https://www.facebook.com/thevidalrealtygroup","https://www.instagram.com/thevidalrealtygroup","","(214) 200-5159","Keller Williams Lonestar DFW","Keller Williams","Arlington, TX","$247,418","$11.63M","47","https://www.realtrends.com/team-profile/thevidalrealtygroup-texas-kellerwilliamslonestardfw/"
"NAM Properties Group","3","","","","","(956) 763-2859","KW Laredo","Keller Williams","Laredo, TX","$274,925","$11.55M","42","https://www.realtrends.com/team-profile/nampropertiesgroup-texas-kwlaredo/"
"The Wendy Jones Team","3","https://lubbockpropertysearches.kw.com/","https://www.facebook.com/share/16X1KjkTMo/?mibextid=wwXIfr","https://www.instagram.com/wendyjoneslubbockrealestate","","(806) 928-9463","Keller Williams Realty","Keller Williams","Lubbock, TX","$200,268","$11.42M","57","https://www.realtrends.com/team-profile/thewendyjonesteam-texas-kellerwilliamsrealty/"
"GR Property Group","4","","","","","(281) 788-2402","Keller Williams Realty - The Woodlands","Keller Williams","The Woodlands, TX","$166,777","$11.41M","68.4","https://www.realtrends.com/team-profile/grpropertygroup-texas-kellerwilliamsrealty-thewoodlands/"
"Jolie Barrios","2","","","","","","Compass","Compass","Dallas, TX","$493,781","$11.36M","23","https://www.realtrends.com/team-profile/joliebarrios-texas-compass/"
"The Stiles Group","4","","","","","","NextHome NTX Real Estate","NextHome","Fort Worth, TX","$539,506","$11.33M","21","https://www.realtrends.com/team-profile/thestilesgroup-texas-nexthomentxrealestate/"
"Excel Real Estate Group","3","","","","","(432) 788-8835","Keller Williams Midland","Keller Williams","Midland, TX","$263,454","$11.33M","43","https://www.realtrends.com/team-profile/excelrealestategroup-texas-kellerwilliamsmidland/"
"The Elite Group","2","","","","","(325) 262-7383","KW Synergy","Keller Williams","Abilene, TX","$219,446","$10.97M","50","https://www.realtrends.com/team-profile/theelitegroup-texas-kwsynergy/"
"Great Place Realty Group","5","http://www.greatplacerealty.com/","","","","(254) 258-6844","RE/MAX Great Place","RE/MAX","Belton, TX","$217,362","$10.82M","49.8","https://www.realtrends.com/team-profile/greatplacerealtygroup-texas-re-maxgreatplace/"
"Laredo's Property Brothers Group","3","","","","","(956) 771-4209","KW Laredo","Keller Williams","Laredo, TX","$252,524","$10.61M","42","https://www.realtrends.com/team-profile/laredo-spropertybrothersgroup-texas-kwlaredo/"
"Craniotis Team","2","https://www.redfin.com/","","","","","Redfin","Redfin","Houston, TX","$377,364","$10.57M","28","https://www.realtrends.com/team-profile/craniotisteam-texas-redfin/"
"Pugh Property Team","2","","","","","","Coldwell Banker Legacy","Coldwell Banker","San Angelo, TX","$250,383","$10.27M","41","https://www.realtrends.com/team-profile/pughpropertyteam-texas-coldwellbankerlegacy/"
"Do 1 Thing Real Estate","2","","","","","","Do 1 Thing Real Estate","SIDE","Houston, TX","$411,325","$9.87M","24","https://www.realtrends.com/team-profile/do1thingrealestate-texas-do1thingrealestate/"
"The Chris Chill Hill Team","4","https://www.chrischillhill.com/","","","","(325) 947-3629","RE/MAX Home and Ranch","RE/MAX","San Angelo, TX","$164,371","$9.86M","60","https://www.realtrends.com/team-profile/thechrischillhillteam-texas-re-maxhomeandranch/"
"The Frank Rainosek Team","2","https://frainosek.remax.com/","","","","(512) 924-1901","RE/MAX Bastrop Area","RE/MAX","Bastrop, TX","$233,390","$9.80M","42","https://www.realtrends.com/team-profile/thefrankrainosekteam-texas-re-maxbastroparea/"
"The Ransom Team","2","","","","","(361) 214-3774","RE/MAX Professionals","RE/MAX","Corpus Christi, TX","$184,158","$9.58M","52","https://www.realtrends.com/team-profile/theransomteam-texas-re-maxprofessionals/"
"Minton - Wright Team","2","","","","","","American Real Estate ERA Powered","ERA","Beaumont, TX","$194,290","$9.42M","48.5","https://www.realtrends.com/team-profile/minton-wrightteam-texas-americanrealestateerapowered/"
"Reserve 76 Realty","2","https://www.reserve76.com/","https://www.facebook.com/hshimala/","https://www.instagram.com/heathershimala","https://www.realtrends.com/team-profile/reserve76realty-texas-reserve76realty/www.linkedin.com/in/heathershimala","(469) 712-0185","Reserve 76 Realty","SIDE","Bartonville, TX","$623,588","$9.35M","15","https://www.realtrends.com/team-profile/reserve76realty-texas-reserve76realty/"
"Emily Ross Team","2","","https://www.realtrends.com/team-profile/emilyrossteam-texas-re-maxone-orangecounty/www.facebook.com/SoldByEmilyR","","","(409) 779-9959","RE/MAX ONE - Orange County","RE/MAX","Bridge City, TX","$193,245","$9.28M","48","https://www.realtrends.com/team-profile/emilyrossteam-texas-re-maxone-orangecounty/"
"RealtyBees","2","https://www.therealtybees.com/","","","","(214) 505-8069","RealtyBees","SIDE","Flower Mound, TX","$513,349","$9.24M","18","https://www.realtrends.com/team-profile/realtybees-texas-realtybees/"
"Urban Loop Realty","2","","","","","","Urban Loop Realty","SIDE","Houston, TX","$367,180","$9.18M","25","https://www.realtrends.com/team-profile/urbanlooprealty-texas-urbanlooprealty/"
"Turn Key Group","4","","","","","(806) 220-4542","Keller Williams Realty Amarillo","Keller Williams","Amarillo, TX","$212,043","$9.08M","42.8","https://www.realtrends.com/team-profile/turnkeygroup-texas-kellerwilliamsrealtyamarillo/"
"The One Realty","2","https://www.theonerealty.com/","https://www.facebook.com/daniellemarieatx/","https://www.instagram.com/danielle_taylor_fountain","https://www.linkedin.com/in/daniellemarieatx/","(214) 802-7992","The One Realty","SIDE","Austin, TX","$590,074","$8.85M","15","https://www.realtrends.com/team-profile/theonerealty-texas-theonerealty/"
"Karen Derr Realty Group","3","","","","","","Compass","Compass","Austin, TX","$508,318","$8.64M","17","https://www.realtrends.com/team-profile/karenderrrealtygroup-texas-compass/"
"Upside Real Estate","3","","","","","","Upside Real Estate","SIDE","Katy, TX","$453,713","$8.62M","19","https://www.realtrends.com/team-profile/upsiderealestate-texas-upsiderealestate/"
"The Christina Cerda Real Estate Team","2","","","","","(903) 467-4579","Keller Williams Lonestar DFW","Keller Williams","Arlington, TX","$190,264","$8.37M","44","https://www.realtrends.com/team-profile/thechristinacerdarealestateteam-texas-kellerwilliamslonestardfw/"
"White Ivy Team","2","","","","","(936) 400-7270","Keller Ivy Team","Keller Williams","Conroe, TX","$159,263","$8.22M","51.6","https://www.realtrends.com/team-profile/whiteivyteam-texas-kellerwilliamsadvantagerealty/"
"Crawford Land & Home Team","5","https://www.landandhomeeasttexas.com/","https://www.facebook.com/CLHKW/","","https://www.linkedin.com/in/karlcrawfordkw/","(903) 520-5152","Keller Williams Realty, Tyler","Keller Williams","Tyler, TX","$194,631","$7.79M","40","https://www.realtrends.com/team-profile/crawfordlandhometeam-texas-kellerwilliamsrealtytyler/"
"Seven Springs Real Estate","2","","","","","","Seven Springs Real Estate","SIDE","Austin, TX","$449,278","$7.64M","17","https://www.realtrends.com/team-profile/sevenspringsrealestate-texas-sevenspringsrealestate/"
"The Ward Group","3","https://www.redfin.com/","","","","(972) 273-0379","Redfin","Redfin","Frisco, TX","$544,384","$6.53M","12","https://www.realtrends.com/team-profile/thewardgroup-texas-redfin/"
"Trinity Prairie Real Estate","2","","","","","","Trinity Prairie Real Estate","SIDE","Grapevine, TX","$767,125","$6.14M","8","https://www.realtrends.com/team-profile/trinityprairierealestate-texas-trinityprairierealestate/"
"Travis Teel Team","2","","","","","(361) 876-5530","RE/MAX Professionals","RE/MAX","Corpus Christi, TX","$113,549","$6.13M","54","https://www.realtrends.com/team-profile/travisteelteam-texas-re-maxprofessionals/"
"The DaVinci Group","2","https://www.redfin.com/","","","","","Redfin","Redfin","Houston, TX","$320,613","$2.56M","8","https://www.realtrends.com/team-profile/thedavincigroup-texas-redfin/"
"Whereabout Realty Group","3","https://whereaboutrealtygroup.kw.com/","","","","(936) 827-2734","Keller Williams Realty Professionals","Keller Williams","Spring, TX","$52,152","$2.50M","48","https://www.realtrends.com/team-profile/whereaboutrealtygroup-texas-kellerwilliamsrealtyprofessionals/"
"Platinum Realty Group","2","https://www.redfin.com/","","","","","Redfin","Redfin","Houston, TX","$304,000","$0.61M","2","https://www.realtrends.com/team-profile/platinumrealtygroup-texas-redfin/"
"DFW Call To Action Group","2","https://www.redfin.com/","","","","","Redfin","Redfin","Plano, TX","$535,000","$0.54M","1","https://www.realtrends.com/team-profile/dfwcalltoactiongroup-texas-redfin/"
"Cocotos Scott Group","2","https://www.cocotosscottgroup.com/","https://www.facebook.com/cocotosscottgroup","https://www.instagram.com/cocotosscottgrouprealestate?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==","https://www.linkedin.com/company/43283658/admin/dashboard/","(214) 682-5754","Allie Beth Allman & Associates","LeadingRE, HomeServices of America","Dallas, TX","$897,917","$46.69M","52","https://www.realtrends.com/team-profile/cocotosscottgroup-texas-alliebethallmanassociates/"
"The Long Group","3","","","","","","Compass","Compass","Austin, TX","$1,053,855","$46.37M","44","https://www.realtrends.com/team-profile/thelonggroup-texas-compass/"
"The Sharma Group","5","","","","","","Compass","Compass","Southlake, TX","$632,040","$46.14M","73","https://www.realtrends.com/team-profile/thesharmagroup-texas-compass/"
"Haymann/Savariego Team","2","","","","","(214) 625-9504","Allie Beth Allman & Associates","LeadingRE, HomeServices of America","Dallas, TX","$1,439,330","$46.06M","32","https://www.realtrends.com/team-profile/haymann-savariegoteam-texas-alliebethallmanassociates/"
"Joanie Capalupo Group","2","https://joaniecapalupo.com/","https://www.facebook.com/joaniecapalupocompass/","https://www.instagram.com/joaniecapalupohomes?igsh=MzBwMDFidHgybDB1&utm_source=qr","https://www.linkedin.com/in/joaniecapalupo/","(512) 470-7467","Compass","Compass","Austin, TX","$1,771,192","$46.05M","26","https://www.realtrends.com/team-profile/joaniecapalupogroup-texas-compass/"
"Newcomb Realty Group","5","","","","","(972) 821-1513","Keller Williams Realty Professionals","Keller Williams","Spring, TX","$392,732","$45.56M","116","https://www.realtrends.com/team-profile/newcombrealtygroup-texas-kellerwilliamsrealtyprofessionals/"
"Niche Realty Group","5","","","","","","Compass","Compass","Dallas, TX","$737,936","$45.01M","61","https://www.realtrends.com/team-profile/nicherealtygroup-texas-compass/"
"Hampton International Real Estate","4","","","","","(214) 326-5903","Keller Williams Realty Allen","Keller Williams","Allen, TX","$731,876","$44.35M","60.6","https://www.realtrends.com/team-profile/hamptoninternationalrealestate-texas-kellerwilliamsrealtyallen/"
"The Williamson Group","4","https://www.wgrouprealestate.com/","https://www.facebook.com/schuyler.williamson","https://www.instagram.com/schuylerwilliamson/","https://www.linkedin.com/in/schuylerwilliamson/","(512) 437-1059","Keller Williams Realty","Keller Williams","Austin, TX","$939,573","$44.16M","47","https://www.realtrends.com/team-profile/thewilliamsongroup-texas-kellerwilliamsrealty/"
"The Michelle Musick Jones Team","4","","","","","","Coldwell Banker Apex, Realtors","Coldwell Banker","Allen, TX","$823,094","$43.62M","53","https://www.realtrends.com/team-profile/themichellemusickjonesteam-texas-coldwellbankerapexrealtors/"
"Rise Property Group","5","https://www.therisepropertygroup.com/","","","","(210) 300-2744","Keller Williams Realty","Keller Williams","San Antonio, TX","$563,623","$43.40M","77","https://www.realtrends.com/team-profile/risepropertygroup-texas-kellerwilliamsrealty/"
"Kyla Linn","3","https://www.leadinghouhome.com/","","https://www.instagram.com/kylalinngroup/","https://www.linkedin.com/in/kyla-phung/","(281) 905-2760","Compass","Compass","Houston, TX","$618,876","$43.32M","70","https://www.realtrends.com/team-profile/kylalinn-texas-compass/"
"Spence + Kinney Real Estate Group","5","","","","","","Compass","Compass","Dallas, TX","$721,346","$43.28M","60","https://www.realtrends.com/team-profile/spence-kinneyrealestategroup-texas-compass/"
"The Home Selling Pro Team","4","https://www.thehomesellingpro.com/","","","","(972) 972-8388","Keller Williams Realty","Keller Williams","Frisco, TX","$473,505","$43.09M","91","https://www.realtrends.com/team-profile/thehomesellingproteam-texas-kellerwilliamsrealty/"
"The Collette King Team","5","https://www.thecollettekingteam.com/","","","","(713) 206-7653","RE/MAX Universal","RE/MAX","Cypress, TX","$427,730","$42.77M","100","https://www.realtrends.com/team-profile/thecollettekingteam-texas-re-maxuniversal/"
"Morguloff Hayden Team","2","https://www.ebby.com/bio/morguloffhaydenteam","","","","(214) 533-3217","Ebby Halliday Companies - Ebby Halliday Realtors","LeadingRE, HomeServices of America","Dallas, TX","$1,174,486","$42.28M","36","https://www.realtrends.com/team-profile/morguloffhaydenteam-texas-ebbyhallidaycompanies-ebbyhallidayrealtors/"
"RoPax Group","4","https://www.phyllisbrowning.com/realestate/agent/ropax-group/","","","","(210) 325-9595","Phyllis Browning Company","LeadingRE","San Antonio, TX","$563,697","$42.28M","75","https://www.realtrends.com/team-profile/ropaxgroup-texas-phyllisbrowningcompany/"
"The Zaplac Group","4","","","","","","Coldwell Banker D'Ann Harper, Realtors","Coldwell Banker","Victoria, TX","$332,172","$42.19M","127","https://www.realtrends.com/team-profile/thezaplacgroup-texas-coldwellbankerd-annharperrealtors/"
"The Santiago Team","4","","","","","","Better Homes and Gardens Real Estate Gary Greene","Better Homes and Gardens","Houston, TX","$620,294","$42.18M","68","https://www.realtrends.com/team-profile/thesantiagoteam-texas-betterhomesandgardensrealestategarygreene/"
"The Larkam Group","4","","","","","","Compass","Compass","Austin, TX","$1,551,399","$41.89M","27","https://www.realtrends.com/team-profile/thelarkamgroup-texas-compass/"
"The Driskill Group","3","https://www.driskillgroup.com/","","https://www.instagram.com/driskillgroup","","(512) 658-0773","Kuper Sotheby's International Realty","Sotheby's International Realty","Austin, TX","$804,931","$41.86M","52","https://www.realtrends.com/team-profile/thedriskillgroup-texas-kupersotheby-sinternationalrealty/"
"Slater Real Estate Group","5","https://www.theslaterrealestategroup.com/","","http://www.instagram.com/slater_realestategroup","","(214) 226-7284","Compass","Compass","Dallas, TX","$970,347","$41.72M","43","https://www.realtrends.com/team-profile/slaterrealestategroup-texas-compass/"
"The Thornton Group","2","https://www.redfin.com/","","","","","Redfin","Redfin","Frisco, TX","$578,961","$41.69M","72","https://www.realtrends.com/team-profile/thethorntongroup-texas-redfin/"
"Next Move Group","2","","","","","","Douglas Elliman","Independent/Other","Austin, TX","$920,585","$41.43M","45","https://www.realtrends.com/team-profile/nextmovegroup-texas-douglaselliman/"
"Birdwell Residential Group","3","","","","","","Compass","Compass","Austin, TX","$2,267,677","$40.82M","18","https://www.realtrends.com/team-profile/birdwellresidentialgroup-texas-compass/"
"The Real McCoys®","5","","","","","(214) 649-5146","Keller Williams Realty Legacy","Keller Williams","Plano, TX","$615,732","$40.64M","66","https://www.realtrends.com/team-profile/therealmccoys-texas-kellerwilliamsrealtylegacy/"
"Duncan Realty Group","5","","","","","(806) 577-5595","Keller Williams Realty","Keller Williams","Lubbock, TX","$337,224","$40.47M","120","https://www.realtrends.com/team-profile/duncanrealtygroup-texas-kellerwilliamsrealty/"
"Kimmel Real Estate Group","5","","","","","(325) 439-0787","KW Synergy","Keller Williams","Abilene, TX","$264,403","$40.45M","153","https://www.realtrends.com/team-profile/kimmelrealestategroup-texas-kwsynergy/"
"E-Lit Realty Group","5","https://e-litrealty.kw.com/","https://www.facebook.com/elitrealtytx","https://www.instagram.com/e_litrealty/","https://www.linkedin.com/company/e-lit-realty/","(512) 786-0476","Keller Williams Realty","Keller Williams","Austin, TX","$337,556","$40.34M","119.5","https://www.realtrends.com/team-profile/e-litrealtygroup-texas-kellerwilliamsrealty/"
"Realty Performance Partners Group","4","https://www.realtyperformancepartners.com/","","","","(972) 898-6600","RE/MAX Dallas Suburbs","RE/MAX","Plano, TX","$716,983","$40.15M","56","https://www.realtrends.com/team-profile/realtyperformancepartnersgroup-texas-re-maxdallassuburbs/"
"The Raleigh Green Real Estate Group","4","https://www.briggsfreeman.com/","","","","(214) 208-7417","Briggs Freeman Sotheby's International Realty","Sotheby's International Realty","Fort Worth, TX","$784,383","$40.00M","51","https://www.realtrends.com/team-profile/theraleighgreenrealestategroup-texas-briggsfreemansotheby-sinternationalrealty/"
"The Edwards Team","5","","","","","903882114-4","CENTURY 21 First Group","CENTURY 21","Lindale, TX","$356,209","39.90M","112","https://www.realtrends.com/team-profile/theedwardsteam-texas-century21firstgroup/"
"The Pamela Scarborough Group","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thepamelascarboroughgroup-texas-compass/"
"Austin Real Estate Therapy","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/austinrealestatetherapy-texas-compass/"
"Shannon Gillespie Group","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/shannongillespiegroup-texas-compass/"
"The Sarah Rutherford Team","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thesarahrutherfordteam-texas-compass/"
"Maggie Harris Team","17","https://www.maggieharristeam.com/","https://www.facebook.com/TeamMaggieHarris","https://www.instagram.com/mhteamkw","","(956) 984-9019","Keller Williams Realty Rio Grande Valley","Keller Williams","McAllen, TX","$303,228","$53.06M","175","https://www.realtrends.com/team-profile/maggieharristeam-texas-kellerwilliamsrealtyriograndevalley/"
"The Good Home Team","30","https://www.buythegoodway.com/","http://facebook.com/thegoodhometeam","","","(972) 215-7653","eXp Realty","eXp Realty","Plano, TX","$347,185","$70.48M","203","https://www.realtrends.com/team-profile/thegoodhometeam-texas-exprealty/"
"The ATX Group","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/theatxgroup-texas-compass/"
"The Lucas Group","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thelucasgroup-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thepamelascarboroughgroup-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/austinrealestatetherapy-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/shannongillespiegroup-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thesarahrutherfordteam-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/theatxgroup-texas-compass/"
"404 - Page Not Found","Unknown","","","","","","","","","","","","https://www.realtrends.com/team-profile/thelucasgroup-texas-compass/"
"The Monroe and Warrell Team","2","","","https://www.instagram.com/themonroeandwarrellteam","","","Sotheby's International Realty, Inc.","Sotheby's International Realty","Houston, TX","$1,486,740","$85.49M","57.5","https://www.realtrends.com/team-profile/themonroeandwarrellteam-texas-sotheby-sinternationalrealtyinc/"
"The B&P Team","5","","","","","(786) 548-8342","Keller Williams Houston Southwest","Keller Williams","Sugar Land, TX","$531,055","$73.82M","139","https://www.realtrends.com/team-profile/thebpteam-texas-kellerwilliamshoustonsouthwest/"
"See Tim Sell Property Group","4","","","","","(281) 220-2113","Keller Williams Premier Realty","Keller Williams","Katy, TX","$510,073","$62.74M","123","https://www.realtrends.com/team-profile/seetimsellpropertygroup-texas-kellerwilliamspremierrealty/"
